ID,diamond_id,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,length,width,height,depth,table,culet,lab,girdle,eyeClean,brown,green,milky,discount,price,price_per_carat,video,image,pdf,mine_of_origin,canada_mark_eligible,is_returnable,lg,markup_price,markup_currency,deliveredPrice,minDeliveryDays,maxDeliveryDays,crownHeight,crownAngle,pavAngle,pavHeight,pavDepth,fancyColor,fancyOvertone,fancyIntensity,colorShade,videosImageUri,videosFrame,blue,gray,country,labgrownType,fullShape,starLength,lowerGirdle
62,86f4ff61-62c0-4b73-9dfb-eb83c80c7e14,7A22C3443,LG674524231,MARQUISE,1.04,D,VS1,-,EX,EX,NON,,10.79,5.24,3.17,60.5,57,POINTED,IGI,STK to THK,100%,No,No,No,-97.91%,145.77,140.16,https://loupe360.com/diamond/LG674524231/video/500/500?d_id=86f4ff61-62c0-4b73-9dfb-eb83c80c7e14&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/607c1c8a-d457-4c7d-b6c0-b9b61e0bcd99.jpg?d_id=86f4ff61-62c0-4b73-9dfb-eb83c80c7e14&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG674524231.pdf,,FALSE,Y,lab,444.6,USD,145.77,5,7,15.5,36.1,38.6,,40.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTAyMDEyNTE3MTQtRElELTE0NEE=,255,,0,IN,CVD,MARQUISE BRILLIANT,,
63,067a0cf1-f7fc-453c-a7b6-5569b9e87270,997C7B817,LG671414904,PRINCESS,1.26,D,VS1,-,EX,EX,NON,,5.92,5.79,4.16,71.8,71,POINTED,IGI,MED,100%,No,No,No,-97.94%,173.63,137.8,https://loupe360.com/diamond/LG671414904/video/500/500?d_id=067a0cf1-f7fc-453c-a7b6-5569b9e87270&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/d4535a6a-f2b0-4650-af18-b44ae876de9c.jpg?d_id=067a0cf1-f7fc-453c-a7b6-5569b9e87270&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG671414904.pdf,,FALSE,Y,lab,512.21,USD,173.63,5,7,11.5,43.7,38.7,,57.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTIzMTIyNDE2MTYtRElELTEwNEE=,255,,0,IN,CVD,PRINCESS CUT,,
64,0a6c4443-6da2-4178-b25b-d2ef77392859,B5B18B111,LG644401164,PRINCESS,5.54,F,VVS2,-,EX,EX,NON,,9.6,9.42,6.57,69.7,74,POINTED,IGI,MED to STK,100%,No,No,No,-99.71%,839.11,151.46,https://loupe360.com/diamond/LG644401164/video/500/500?d_id=0a6c4443-6da2-4178-b25b-d2ef77392859&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/571fbacf-94ba-475b-a2da-3dd0c1c7da76.jpg?d_id=0a6c4443-6da2-4178-b25b-d2ef77392859&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://api.igi.org/viewpdf.php?r=LG644401164,,FALSE,Y,lab,2265.6,USD,839.11,5,7,11.5,48.6,37,,54,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93b3Jrc2hvcC4zNjB2aWV3LmxpbmsvZGlhbW9uZHZpZXcuYXNweD9kPTA4MDcyNDYtSEQtMTY5LQ==,256,,0,IN,CVD,PRINCESS CUT,,
65,5568632d-f490-4b87-873f-209e99ae3040,7280298F9,LG685524651,HEART,3.07,D,VS1,-,EX,EX,NON,,9.22,9.88,5.75,58.2,59,POINTED,IGI,MED to STK,100%,No,No,No,-99.46%,490.96,159.92,https://loupe360.com/diamond/LG685524651/video/500/500?d_id=5568632d-f490-4b87-873f-209e99ae3040&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/91a30cdb-1068-4243-81d4-236a9d20e968.jpg?d_id=5568632d-f490-4b87-873f-209e99ae3040&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG685524651.pdf,,FALSE,Y,lab,1374.69,USD,490.96,5,7,13,35.1,40.5,,41,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPUNILTY3,256,,0,IN,CVD,HEART BRILLIANT,,
66,5b832198-9298-42f0-8e57-a4cf7315f222,A77A17B81,LG681552396,PRINCESS,5.07,D,VVS2,-,EX,EX,NON,,9.52,9.27,6.2,66.9,73,POINTED,IGI,STK,100%,No,No,No,-99.59%,1252.43,247.03,https://loupe360.com/diamond/LG681552396/video/500/500?d_id=5b832198-9298-42f0-8e57-a4cf7315f222&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/02371765-b24d-4f08-aeef-8cfdf2ef9b24.jpg?d_id=5b832198-9298-42f0-8e57-a4cf7315f222&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG681552396.pdf,,FALSE,Y,lab,3381.56,USD,1252.43,5,7,10.5,44.8,35.6,,52,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPUNILTcw,256,,0,IN,CVD,PRINCESS CUT,,
67,cb0a2986-2acc-4210-93f5-776b595ed15d,81AA08550,LG692573769,HEART,1.28,D,VS1,-,EX,EX,NON,,6.73,7.45,4.43,59.5,59,POINTED,IGI,MED to THK,100%,No,No,No,-97.80%,188.66,147.39,https://loupe360.com/diamond/LG692573769/video/500/500?d_id=cb0a2986-2acc-4210-93f5-776b595ed15d&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/c9cff81a-cb50-4553-9a67-bf0db33c7cd4.jpg?d_id=cb0a2986-2acc-4210-93f5-776b595ed15d&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG692573769.pdf,,FALSE,Y,lab,556.55,USD,188.66,5,7,13,34.3,41.6,,43,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTE4MDMyNTE1MzAtSEQtNDM2QQ==,255,,0,IN,CVD,HEART BRILLIANT,,
68,eec1aedf-f505-451a-a71c-380046c60361,02DF95E43,LG683555390,EMERALD,8.53,E,VVS2,-,EX,EX,NON,,13.79,9.63,6.19,64.3,66,LGE,IGI,STK,100%,No,No,No,-99.46%,2520.99,295.54,https://loupe360.com/diamond/LG683555390/video/500/500?d_id=eec1aedf-f505-451a-a71c-380046c60361&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/f84417d6-1bf9-4fa3-92b5-9beb02a6b441.jpg?d_id=eec1aedf-f505-451a-a71c-380046c60361&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG683555390.pdf,,FALSE,Y,lab,6302.48,USD,2520.99,5,7,13.5,37.7,37.8,,46,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPUNILTU2,256,,0,IN,CVD,EMERALD CUT,,
69,c1d6a164-25de-4d95-8ec7-03336ca44bda,479A95D6F,LG688505916,EMERALD,7.91,D,VVS2,-,EX,EX,NON,,13.51,9.1,6.07,66.7,63,LGE,IGI,STK,100%,No,No,No,-99.05%,4470.6,565.18,https://loupe360.com/diamond/LG688505916/video/500/500?d_id=c1d6a164-25de-4d95-8ec7-03336ca44bda&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/6f6f9cd8-a065-4125-bf9d-536a5bfb9cd1.jpg?d_id=c1d6a164-25de-4d95-8ec7-03336ca44bda&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG688505916.pdf,,FALSE,Y,lab,11176.5,USD,4470.6,5,7,17.5,43.8,34.9,,45,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTI4MDIyNTE4MTAtQ0gtNzY=,255,,0,IN,CVD,EMERALD CUT,,
70,34dd5a4b-6c08-494f-b7e1-3729c39f2a4b,F99F6DDED,LG640442485,EMERALD,2.53,E,VS1,-,EX,EX,NON,,9.25,6.36,4.25,66.8,64,LONG,IGI,MED to STK,100%,No,No,No,-99.27%,294.69,116.48,https://loupe360.com/diamond/LG640442485/video/500/500?d_id=34dd5a4b-6c08-494f-b7e1-3729c39f2a4b&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/82225900-a691-4a93-afe8-8e515cc2b2ed.jpg?d_id=34dd5a4b-6c08-494f-b7e1-3729c39f2a4b&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG640442485.pdf,,FALSE,Y,lab,839.87,USD,294.69,5,7,15,36.4,38.9,,48.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93b3Jrc2hvcC4zNjB2aWV3LmxpbmsvZGlhbW9uZHZpZXcuYXNweD9kPTIyMDYyNDAtRFYtNjJB,256,,0,IN,CVD,EMERALD CUT,,
71,dddb900c-81b0-41b4-8db3-9b61e3143632,ACBE9CA43,LG632455592,PEAR,1,D,VS2,-,EX,EX,NON,,9.03,5.47,3.49,63.8,63,POINTED,IGI,MED to THK,100%,No,No,No,-97.80%,125.62,125.62,https://loupe360.com/diamond/LG632455592/video/500/500?d_id=dddb900c-81b0-41b4-8db3-9b61e3143632&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/586c1b8a-2820-409f-9ed9-c3424d4abc6f.jpg?d_id=dddb900c-81b0-41b4-8db3-9b61e3143632&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG632455592.pdf,,FALSE,Y,lab,395.7,USD,125.62,5,7,12,33.2,41.9,0,46.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93b3Jrc2hvcC4zNjB2aWV3LmxpbmsvZGlhbW9uZHZpZXcuYXNweD9kPTEwMDYyNDYtREgtMzY=,256,,0,IN,CVD,PEAR BRILLIANT,,
72,d298d122-d8cf-4ab8-a860-10c621c21a5e,5B4E400D6,LG678545935,EMERALD,5.06,D,VVS2,-,EX,EX,NON,,11.45,7.98,5.3,66.4,65,LGE,IGI,MED to STK,100%,No,No,No,-99.73%,829.11,163.86,https://loupe360.com/diamond/LG678545935/video/500/500?d_id=d298d122-d8cf-4ab8-a860-10c621c21a5e&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/79705f4c-5403-4e15-9714-b529b05226b5.jpg?d_id=d298d122-d8cf-4ab8-a860-10c621c21a5e&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG678545935.pdf,,FALSE,Y,lab,2238.6,USD,829.11,5,7,14,34.7,37.1,,48.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPVNOLTI1Nw==,256,,0,IN,CVD,EMERALD CUT,,
73,14cd2a61-83d7-4e1a-a63b-0e33194676ac,08EF52849,LG632489769,EMERALD,1.53,E,VS2,-,EX,EX,NON,,7.97,5.43,3.69,68,69,LONG,IGI,MED to STK,100%,No,No,No,-98.73%,180.72,118.12,https://loupe360.com/diamond/LG632489769/video/500/500?d_id=14cd2a61-83d7-4e1a-a63b-0e33194676ac&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/d9a3266e-5538-4f07-b385-c5297bc5db48.jpg?d_id=14cd2a61-83d7-4e1a-a63b-0e33194676ac&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG632489769.pdf,,FALSE,Y,lab,524.09,USD,180.72,5,7,12,31.5,42.8,,52,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93b3Jrc2hvcC4zNjB2aWV3LmxpbmsvZGlhbW9uZHZpZXcuYXNweD9kPTI5MDQyNDgtVkQtMDZE,256,,0,IN,CVD,EMERALD CUT,,
74,03e64a3e-db7e-41de-bb8a-4632a1c0af80,F6B50E3DA,LG675556773,PEAR,1.01,E,VS1,-,EX,EX,NON,,9.03,5.61,3.33,59.4,62,POINTED,IGI,MED to STK,100%,No,No,No,-97.97%,127.78,126.51,https://loupe360.com/diamond/LG675556773/video/500/500?d_id=03e64a3e-db7e-41de-bb8a-4632a1c0af80&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/43f34ba8-d9c7-48fc-9f8c-303f69ad1f34.jpg?d_id=03e64a3e-db7e-41de-bb8a-4632a1c0af80&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG675556773.pdf,,FALSE,Y,lab,389.73,USD,127.78,5,7,12.5,33.1,39.2,,41.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTA4MDEyNTE3NDAtRElELTE1OEI=,255,,0,IN,CVD,PEAR BRILLIANT,,
75,efcc79b1-ccf2-473b-9800-76afb45c6ab8,CE61E65A1,LG630441723,EMERALD,2.64,G,VS1,-,EX,EX,NON,,8.92,6.37,4.42,69.4,62,LONG,IGI,STK,100%,No,No,No,-99.12%,323.94,122.7,https://loupe360.com/diamond/LG630441723/video/500/500?d_id=efcc79b1-ccf2-473b-9800-76afb45c6ab8&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/f9057a72-e255-4adb-827c-422e00a3cf34.jpg?d_id=efcc79b1-ccf2-473b-9800-76afb45c6ab8&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG630441723.pdf,,FALSE,Y,lab,923.23,USD,323.94,5,7,16.5,39.9,38,,48,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93b3Jrc2hvcC4zNjB2aWV3LmxpbmsvMzYwdmlld2VyLzM2MHZpZXcuaHRtbD9kPTA5MTIyMzQtREktMjA2Qg==,256,,0,IN,CVD,EMERALD CUT,,
76,2a9be11c-b5da-4698-bc5f-ab6a6409d7a6,65FD73516,LG668437286,EMERALD,4.09,Fancy Yellow,VS2,-,EX,EX,FNT,,10.53,7.51,5.14,68.4,65,LONG,IGI,MED to STK,100%,No,No,No,11.12%,826.3,202.03,https://loupe360.com/diamond/LG668437286/video/500/500?d_id=2a9be11c-b5da-4698-bc5f-ab6a6409d7a6&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/468809ab-3491-47ce-a769-6de3501254d3.jpg?d_id=2a9be11c-b5da-4698-bc5f-ab6a6409d7a6&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG668437286.pdf,,FALSE,Y,lab,2313.64,USD,826.3,5,7,15,35.7,38.2,,50,Yellow,,Fancy,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPURWLTU2,256,,0,IN,CVD,EMERALD CUT,,
77,dd165eb1-3bb0-4e6d-9b19-66e14fccae8c,E51638CE6,LG685581207,PEAR,1.03,Fancy Intense Yellow,VS1,-,EX,VG,NON,,8.53,5.24,3.27,62.4,55,POINTED,IGI,THK to VTK,100%,No,No,No,20.70%,200.93,195.08,https://loupe360.com/diamond/LG685581207/video/500/500?d_id=dd165eb1-3bb0-4e6d-9b19-66e14fccae8c&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/a275e9a6-4816-44f0-9f91-1c1d30f75a4d.jpg?d_id=dd165eb1-3bb0-4e6d-9b19-66e14fccae8c&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG685581207.pdf,,FALSE,Y,lab,612.84,USD,200.93,5,7,13.5,31.1,31.2,,41.5,Yellow,,Fancy_Intense,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPURZLTI2NkI=,256,,0,IN,CVD,PEAR BRILLIANT,,
78,1bd37086-36c8-408b-b63c-b06ef0137d9a,6EB39E991,7513345032,ROUND,4.01,D,VVS2,EX,EX,EX,NON,NONE,10.22,10.23,6.23,61,58,,GIA,,100%,No,No,No,-99.28%,1688.32,421.03,https://loupe360.com/diamond/7513345032/video/500/500?d_id=1bd37086-36c8-408b-b63c-b06ef0137d9a&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/7513345032.pdf,,FALSE,Y,lab,4727.3,USD,1688.32,5,7,14,34,40.8,,43,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPUNILTE4,256,,0,IN,,,50,80
79,062141b0-f7d2-4422-85a0-6ab842205d00,CB512049E,6511347747,ROUND,3.5,D,VVS2,EX,EX,EX,NON,NONE,9.8,9.82,5.93,60.5,58,,GIA,,100%,No,No,No,-99.10%,1296.16,370.33,https://loupe360.com/diamond/6511347747/video/500/500?d_id=062141b0-f7d2-4422-85a0-6ab842205d00&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/6511347747.pdf,,FALSE,Y,lab,3629.25,USD,1296.16,5,7,14,34,40.8,,43,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPUNILTI1,256,,0,IN,,,45,75
80,831b5b93-03f2-4d2a-8ee1-2413f7c3d16a,FE342ABF9,1515667811,ROUND,3.19,D,VVS2,EX,EX,EX,NON,NONE,9.54,9.56,5.78,60.5,58,,GIA,,100%,No,No,No,-99.17%,1085.42,340.26,https://loupe360.com/diamond/1515667811/video/500/500?d_id=831b5b93-03f2-4d2a-8ee1-2413f7c3d16a&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/86245318-cffb-4518-838c-782d22421c66.jpg?d_id=831b5b93-03f2-4d2a-8ee1-2413f7c3d16a&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/1515667811.pdf,,FALSE,Y,lab,3039.18,USD,1085.42,5,7,14,34,41,,43.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPUNILTc4,256,,0,IN,,,50,80
81,a5c0d997-4e95-422d-94a8-b238503a30b8,FC7810791,LG662422335,RADIANT,5.04,Fancy Vivid Yellow,VS1,-,EX,EX,NON,,12.05,8.1,5.38,66.4,65,POINTED,IGI,MED to STK,100%,No,No,No,9.60%,1813.3,359.78,https://loupe360.com/diamond/LG662422335/video/500/500?d_id=a5c0d997-4e95-422d-94a8-b238503a30b8&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/8b0005fc-9df9-4311-9f76-387d8c8d91d2.jpg?d_id=a5c0d997-4e95-422d-94a8-b238503a30b8&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG662422335.pdf,,FALSE,Y,lab,4895.91,USD,1813.3,5,7,13,42.7,32.3,,49,Yellow,,Fancy_Vivid,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTI1MTAyNDE4MDktREJTLTEwMQ==,255,,0,IN,CVD,CUT CORNERED RECTANGULAR MODIFIED BRILLIANT,,
82,4c6d87ed-836d-4048-bfd6-f8d08199d189,E15AE7F7F,LG662422386,RADIANT,4.03,Fancy Vivid Yellow,VS1,-,EX,EX,NON,,11.15,7.45,5.11,68.6,63,POINTED,IGI,STK to THK,100%,No,No,No,9.79%,1568.71,389.26,https://loupe360.com/diamond/LG662422386/video/500/500?d_id=4c6d87ed-836d-4048-bfd6-f8d08199d189&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/7ecf20e3-94d6-4222-a33c-522efa59382e.jpg?d_id=4c6d87ed-836d-4048-bfd6-f8d08199d189&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG662422386.pdf,,FALSE,Y,lab,4392.39,USD,1568.71,5,7,15,40.2,,,48,Yellow,,Fancy_Vivid,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPURCLTIwNUE=,256,,0,IN,CVD,CUT CORNERED RECTANGULAR MODIFIED BRILLIANT,,
83,c9e2d34e-f2d8-4c3a-8a45-886ce023f4bc,FD014AE3A,LG670459903,CUSHION BRILLIANT,7.89,F,VVS2,-,EX,EX,NON,,13.84,10.35,6.63,64.1,60,POINTED,IGI,STK to THK,100%,No,No,No,-99.41%,2404.63,304.77,https://loupe360.com/diamond/LG670459903/video/500/500?d_id=c9e2d34e-f2d8-4c3a-8a45-886ce023f4bc&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/a48cd725-2d86-487b-bd9d-b352538245e0.jpg?d_id=c9e2d34e-f2d8-4c3a-8a45-886ce023f4bc&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG670459903.pdf,,FALSE,Y,lab,6011.58,USD,2404.63,5,7,14.5,33.5,32.6,,44.5,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWV3LmdlbTM2MC5pbi9nZW0zNjAuaHRtbD9kPTE5MTIyNDE3MzAtRElELTEwMg==,255,,0,IN,CVD,CUSHION BRILLIANT,,
84,b25bb659-6b34-4780-82b4-11738a0385fd,FDDD9CDEC,LG681552413,CUSHION BRILLIANT,6.09,E,VVS1,-,EX,EX,NON,,13.1,9.62,6.34,65.9,62,POINTED,IGI,MED to STK,100%,No,No,No,-99.00%,3533.77,580.26,https://loupe360.com/diamond/LG681552413/video/500/500?d_id=b25bb659-6b34-4780-82b4-11738a0385fd&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-images.nivodaapi.net/9886e591-fa80-4c37-a49b-5c7609fef6ee.jpg?d_id=b25bb659-6b34-4780-82b4-11738a0385fd&c_id=dba8fd33-29d4-4166-8762-26bac79a5aa4&f_id=f1bb4b3c-e938-408a-8a2d-0a67c19cf0c4&type=csv,https://nivoda-certificates.s3.eu-west-2.amazonaws.com/pdf/LG681552413.pdf,,FALSE,Y,lab,9541.18,USD,3533.77,5,7,12.5,31.1,39.8,,50,,,,,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92aWRlby5TMzYwLnNlcnZpY2VzLz9kPUNILTQ5,256,,0,IN,CVD,CUSHION BRILLIANT,,
